0 , 110 , 3,1,1,1,1,7,8,2,1,4,5,7,1,1,1,11,67,366,1,2,2,1,3,4,2,1,1,1,1,226,1,284,1,19,1,1,2,4,2,3,3,1,737
0 , 120 , 1,1,1,8,1,1,5,1,1,1,102,1,3,1,1,3,4,1,1,1,1,1,306,1,502,15,1,4,2,5,1,1
0 , 130 , 1,1,1,9,6,1,1,156,1,3,1,1,1,5,1,1,1,452,1,904,4,2,1
0 , 140 , 1,2,243,1,1,3,1,122,1,1,6,1,2,1,5,1,1
0 , 150 , 1,377,1,1,1,1,2,1,1
0 , 160 , 1,1
2 , 110 , 1,1,2,24,2,1,3,8,156,1,2,2,1,1,3,1,1,52,9,4,2,311,1
2 , 120 , 1,1,2,34,2,2,3,9,184,1,2,3,1,1,3,1,1,52,12,4,1,283,1
2 , 130 , 1,1,2,41,2,2,2,11,206,1,8,5,1,1,2,1,1,55,14,4,1,279
2 , 140 , 1,1,4,45,2,3,2,9,209,1,10,6,1,1,2,1,1,48,17,3,1,242
2 , 150 , 1,1,4,44,2,4,2,11,192,1,8,7,1,1,2,1,1,55,15,2,2,231
2 , 160 , 1,1,5,34,2,5,1,16,204,1,8,7,1,1,2,1,1,51,13,2,1,252
2 , 170 , 1,1,5,31,2,6,1,1,22,203,1,6,7,1,1,2,1,1,59,11,2,1,257
2 , 180 , 1,1,1,1,201,50,12,5,24,26,1,2,1,7,1,2,1,230,1,6,7
2 , 190 , 1,1,1,1,198,14,40,10,6,1,1,2,1,6,1,18,1,190,1,6,7
2 , 200 , 1,1,1,1,195,12,44,8,6,1,1,2,1,6,1,15,1,168,1,7,8
2 , 210 , 1,1,1,1,195,55,7,8,1,10,2,1,7,1,12,177,1,7,8
2 , 220 , 1,1,1,1,220,69,6,9,1,8,2,1,7,1,10,203,1,7,8
2 , 230 , 1,1,1,1,245,82,6,9,9,2,1,9,1,10,247,1,6,8
2 , 240 , 1,1,1,1,302,6,105,5,10,2,1,8,1,10,334,1,7,8
2 , 250 , 1,2,1,1,355,4,133,5,11,2,1,10,1,14,360,1,9,6
2 , 260 , 1,2,1,1,444,4,165,5,15,2,2,14,1,16,408,1,8,6
2 , 270 , 1,2,1,1,541,5,198,5,16,2,2,13,1,21,345,1,7,5
2 , 280 , 1,2,1,2,782,6,257,5,19,2,4,14,1,20,428,1,6,9
2 , 290 , 1,2,1,4,749,7,250,4,20,2,5,14,1,18,273,1,5,9
2 , 300 , 1,2,1,5,797,294,3,21,5,2,6,14,1,17,254,1,5,10
2 , 310 , 1,2,1,5,660,3,273,2,25,2,6,10,1,13,187,1,4,6
2 , 320 , 1,3,1,5,544,3,269,2,28,2,6,10,1,6,149,1,4,4
2 , 330 , 1,3,1,5,486,3,250,2,35,2,6,9,1,143,1,4,5
2 , 340 , 1,3,1,5,444,2,231,2,41,2,6,8,1,139,1,4,3
2 , 350 , 1,3,1,5,372,2,214,2,43,2,6,7,1,121,1,4,3
2 , 360 , 1,3,1,5,342,1,202,1,49,2,7,6,112,1,2,3
2 , 370 , 1,3,1,5,327,1,197,1,53,2,11,7,107,1,2,3
2 , 380 , 1,3,1,5,305,1,199,1,58,2,8,6,97,1,2,3
2 , 390 , 1,3,1,5,267,177,64,2,6,6,90,1,2,1
2 , 400 , 1,3,1,6,253,176,69,2,6,4,87,1,2,1
2 , 410 , 2,3,1,7,243,167,81,2,6,4,77,1,1,1
2 , 420 , 2,3,1,7,219,157,85,2,6,4,1,1,75
2 , 430 , 1,3,1,7,233,170,92,2,6,6,83,1,1
2 , 440 , 1,3,1,7,222,160,101,2,6,6,68,1,1,1
2 , 450 , 1,3,1,7,191,140,114,1,2,6,5,1,54,1,1,1
2 , 460 , 3,1,7,176,124,119,1,2,5,5,1,1,1,50
2 , 470 , 3,1,7,145,111,124,1,2,6,4,1,1,1,1,45
2 , 480 , 3,1,7,126,94,133,1,2,6,4,1,1,1,1,39
2 , 490 , 3,1,7,121,87,138,1,2,6,4,1,1,1,1,37
2 , 500 , 5,1,8,122,83,149,1,2,7,4,1,1,1,1,29
2 , 510 , 2,1,9,117,80,155,2,2,7,4,1,1,1,24
2 , 520 , 1,9,98,71,159,2,2,7,4,1,1,1,22
2 , 530 , 1,1,10,105,80,176,2,2,6,4,1,1,1,22
2 , 540 , 1,1,13,98,65,188,2,2,6,3,1,1,1,23
2 , 550 , 1,1,13,83,1,60,199,2,2,6,1,1,1,1,1,15
2 , 560 , 1,1,13,62,1,42,187,2,2,6,2,1,1,1,12
2 , 570 , 1,14,56,1,32,181,2,2,3,2,1,1,1,14
2 , 580 , 1,14,50,1,28,186,2,2,3,2,1,1,1,13
2 , 590 , 1,16,48,1,26,188,2,2,3,2,1,1,1,18
2 , 600 , 1,17,48,1,22,190,2,2,3,2,1,1,1,19
3 , 110 , 1,20,16,1,6,63,1,17,25,4,1,13,4,4,10,1,1461
3 , 120 , 1,15,13,4,47,24,26,3,1,10,1,2,3,1452
3 , 130 , 14,12,2,34,19,21,2,1,10,2,1304
3 , 140 , 31,11,3,28,16,24,3,11,1,1300
3 , 150 , 26,9,2,19,13,24,3,5,1193
3 , 160 , 25,8,2,12,10,29,3,1,1,1152
3 , 170 , 21,6,1,9,5,25,1,2,1078
3 , 180 , 15,4,1,9,8,16,1,3,1013
3 , 190 , 13,7,12,17,2,1020
