0 , 110 , 3,3,1,15,4,11,1,1,9,5,9,8,2,1,1,4,7,1,4,8,1,5,4,1,7,29,1,1,1,5,9,62,13,1,2,1,2,1,1,8,2,6,2,3,1,18,2,3,1,3,8,3,1,1,16,2,5,6,2,1,1,1,1,2,2,1,1,3,14,1,9,2,2,1,7,1,2,2,4,1,5,1,28,17,1,2,21,2,1,5,4,2,7,2,3,1,7,3,3,1,2,2,1,9,1,5,1,1,1,1,1,2,2,9,1,3,1,1,5,1,5,4,1,3,3,2,2,1,1,1,4,15,2,1,1,1,2,5,5,1,1,10,1,6,5,2,1,1,1,1,1,1,6,1,1,3
0 , 120 , 2,3,1,16,4,13,1,9,5,9,8,2,1,1,4,7,3,8,1,5,4,1,7,31,1,1,1,5,9,67,9,1,1,1,2,1,1,10,2,6,2,3,1,19,3,3,3,10,3,1,18,2,2,8,2,1,1,1,2,3,1,1,2,13,9,2,2,1,6,1,1,2,4,1,5,1,25,12,1,2,24,2,1,5,4,2,7,2,3,1,3,3,3,1,3,2,1,10,5,1,1,1,1,1,3,2,10,3,1,1,4,1,5,4,1,3,3,2,2,1,1,1,4,13,2,1,1,1,2,4,1,3,1,1,10,1,7,5,2,1,1,1,1,2,6,1,1,3
0 , 130 , 1,3,1,14,4,13,1,8,5,8,8,1,1,4,7,2,8,1,3,4,8,33,4,1,1,4,9,66,9,1,1,1,1,2,1,12,2,5,2,3,1,20,2,3,3,8,3,1,17,2,2,8,2,1,1,1,3,3,1,2,11,9,2,2,5,1,1,2,4,1,5,1,23,9,1,1,25,2,1,6,4,2,5,2,3,2,2,3,3,1,2,11,4,1,1,1,1,3,1,14,3,1,1,2,1,5,4,1,3,3,2,2,1,1,1,1,13,2,1,1,2,1,1,3,1,9,1,8,4,1,1,1,1,1,6,1,1,2
0 , 140 , 3,1,19,4,14,1,7,5,9,8,1,1,4,8,2,8,1,3,4,5,32,4,1,1,4,9,70,9,1,1,1,1,2,1,15,2,5,1,3,1,23,3,3,6,3,1,15,2,2,8,2,1,1,1,2,3,1,2,9,9,2,2,5,1,1,2,3,5,1,18,9,1,1,31,2,1,5,4,2,1,2,3,3,2,3,3,2,12,3,1,1,1,3,20,3,2,2,5,4,1,3,3,3,2,1,1,1,1,14,2,1,1,2,2,2,1,9,1,8,6,1,1,1,1,1,9,1,1
0 , 150 , 3,1,19,5,15,1,7,3,6,5,1,4,8,2,6,1,3,7,5,28,4,1,1,4,9,72,9,3,1,2,1,18,2,5,1,3,1,23,3,3,8,3,17,2,2,7,2,1,1,2,3,2,9,10,2,2,5,1,1,2,2,5,1,22,8,1,35,2,1,7,3,1,1,2,3,1,3,3,2,13,1,1,1,1,3,21,1,4,2,2,5,1,3,4,3,2,1,1,1,1,16,2,1,1,2,3,3,1,8,1,9,6,1,1,1,1,1,5,1,2
0 , 160 , 3,1,12,5,15,1,4,3,5,5,1,4,8,1,6,1,3,8,5,2,4,1,1,4,10,68,7,6,1,2,1,18,2,4,1,3,1,20,2,3,7,3,15,1,2,3,2,2,1,2,3,2,7,10,2,2,5,1,2,2,5,1,22,8,1,38,2,1,2,2,1,1,2,3,1,3,3,2,14,1,1,1,1,3,11,1,5,2,1,2,1,2,4,4,2,1,29,1,1,18,2,1,1,2,1,2,1,8,1,9,3,1,1,1,1,5,2
0 , 170 , 3,1,8,5,15,4,3,5,4,1,4,8,1,6,3,7,5,2,5,1,2,3,10,78,7,1,1,2,1,18,2,1,4,1,16,2,3,5,3,12,2,2,2,1,1,2,3,1,5,10,2,2,5,1,2,2,5,1,18,5,1,41,2,1,2,2,1,1,2,3,1,3,3,2,15,1,1,1,1,3,12,1,5,2,1,2,1,2,4,5,3,1,26,1,1,14,2,1,1,2,1,1,7,1,12,1,1,1,1,1,5,2
0 , 180 , 3,1,5,5,15,4,3,5,4,1,4,8,6,3,7,4,2,8,1,2,3,10,71,8,1,1,2,1,18,2,1,4,1,18,2,3,5,3,10,2,1,2,1,1,2,3,1,3,10,2,2,2,1,2,2,5,1,20,6,1,41,3,1,3,2,1,1,2,3,2,3,3,2,9,1,1,1,3,11,1,5,1,1,3,1,1,4,6,2,1,23,1,1,10,2,1,1,2,1,9,1,13,1,1,1,5,2
0 , 190 , 3,1,3,5,15,3,2,5,1,1,4,8,5,3,9,4,2,10,1,2,3,10,76,7,1,1,1,1,17,2,4,1,17,2,3,5,3,9,1,1,2,1,1,1,3,1,4,10,2,2,2,1,5,2,3,1,11,4,2,47,3,1,1,2,1,3,2,3,3,2,8,1,1,1,3,6,2,1,1,1,2,1,5,6,1,21,1,1,10,2,1,1,2,1,7,1,14,1,1,1,5,3
0 , 200 , 3,1,4,5,16,2,1,1,1,1,4,8,5,3,9,3,20,5,1,2,3,10,81,5,1,1,1,14,1,2,1,14,2,3,4,3,7,1,2,1,1,1,1,3,1,3,10,2,2,2,1,5,2,3,1,9,6,2,40,3,1,1,2,1,3,1,3,3,1,8,1,1,1,3,8,2,1,2,1,2,1,6,4,1,2,1,1,8,2,1,1,2,1,9,1,15,1,1,5,3
