1 , 110 , 24,97,117,35
1 , 120 , 24,81,116,29
1 , 130 , 23,72,118,22
1 , 140 , 21,67,119,19
1 , 150 , 18,54,117,17
1 , 160 , 15,43,116,10
1 , 170 , 16,38,119,9
1 , 180 , 12,37,120,8
1 , 190 , 10,27,120,7
1 , 200 , 7,18,118,7
1 , 210 , 6,16,116,5
1 , 220 , 4,11,1,115,4
1 , 230 , 4,11,1,115,3
1 , 240 , 3,8,117,3
1 , 250 , 3,4,118,3
1 , 260 , 3,3,119,3
1 , 270 , 4,2,118,3
1 , 280 , 3,2,119,3
1 , 290 , 2,2,116,3
1 , 300 , 1,2,118,3
1 , 310 , 1,2,118,2
1 , 320 , 1,1,118,2
1 , 330 , 1,1,115
1 , 340 , 1,1,113
1 , 350 , 113
1 , 360 , 114
1 , 370 , 114
1 , 380 , 118
1 , 390 , 117
1 , 400 , 118
1 , 410 , 1,123
1 , 420 , 1,124
1 , 430 , 1,125
1 , 440 , 1,123
1 , 450 , 1,121
1 , 460 , 1,120
1 , 470 , 1,119
1 , 480 , 1,121
1 , 490 , 1,122
1 , 500 , 1,121
1 , 510 , 1,122
1 , 520 , 1,122
1 , 530 , 1,123
1 , 540 , 1,121
1 , 550 , 1,122
1 , 560 , 1,123
1 , 570 , 1,124
1 , 580 , 1,121
1 , 590 , 1,120
1 , 600 , 1,119
2 , 110 , 19,88,246,26
2 , 120 , 17,68,248,21
2 , 130 , 14,64,246,19
2 , 140 , 12,46,247,18
2 , 150 , 9,27,247,18
2 , 160 , 9,24,244,17
2 , 170 , 8,20,1,242,13
2 , 180 , 8,17,1,243,12
2 , 190 , 7,11,241,9
2 , 200 , 7,9,240,7
2 , 210 , 7,7,240,4
2 , 220 , 6,6,244,4
2 , 230 , 6,5,245,3
2 , 240 , 5,4,247,3
2 , 250 , 4,3,245,1
2 , 260 , 3,1,243,1
2 , 270 , 3,1,239
2 , 280 , 2,1,239
2 , 290 , 1,1,238
2 , 300 , 1,1,235
2 , 310 , 1,1,233
2 , 320 , 2,1,229
2 , 330 , 2,1,224
2 , 340 , 2,1,224,1
2 , 350 , 2,225,1
2 , 360 , 1,224,1
2 , 370 , 1,225
2 , 380 , 1,226,1
2 , 390 , 1,226,3
2 , 400 , 1,228,2
2 , 410 , 1,229
2 , 420 , 1,233
2 , 430 , 1,233,1
2 , 440 , 1,234,1
2 , 450 , 1,234
2 , 460 , 1,234
2 , 470 , 1,231
2 , 480 , 1,231
2 , 490 , 1,1,227
2 , 500 , 2,227
2 , 510 , 2,229,1
2 , 520 , 2,224,1
2 , 530 , 2,1,224
2 , 540 , 2,223
2 , 550 , 2,224
2 , 560 , 3,228,1
2 , 570 , 2,225,1
2 , 580 , 4,222,1
2 , 590 , 5,220
2 , 600 , 5,219
3 , 110 , 25,172,273,33
3 , 120 , 21,161,258,30
3 , 130 , 20,163,248,24
3 , 140 , 19,160,241,18
3 , 150 , 17,157,242,15
3 , 160 , 16,132,237,12
3 , 170 , 14,115,230,11
3 , 180 , 10,108,217,11
3 , 190 , 10,106,195,1,7
3 , 200 , 9,101,183,1,6
3 , 210 , 7,94,163,5
3 , 220 , 7,97,1,144,5
3 , 230 , 7,86,2,129,4
3 , 240 , 6,79,117,4
3 , 250 , 4,78,92,1,4
3 , 260 , 4,74,85,1,3
3 , 270 , 2,64,56,1,3
3 , 280 , 1,61,48,4
3 , 290 , 1,62,31,2
3 , 300 , 1,68,27,2
3 , 310 , 1,74,21,2
3 , 320 , 3,77,14
3 , 330 , 4,82,8
3 , 340 , 3,83,7
3 , 350 , 69,8
3 , 360 , 72,6
3 , 370 , 38,5
3 , 380 , 37,4
3 , 390 , 39,4
3 , 400 , 31,4
3 , 410 , 23,2
3 , 420 , 24,1
3 , 430 , 14,1
3 , 440 , 15,1
3 , 450 , 15
5 , 110 , 20,98,124,27
5 , 120 , 18,84,125,26
5 , 130 , 16,65,125,25
5 , 140 , 13,54,125,18
5 , 150 , 10,46,125,18
5 , 160 , 9,34,125,17
5 , 170 , 8,31,125,14
5 , 180 , 8,28,128,12
5 , 190 , 7,22,128,12
5 , 200 , 4,19,130,12
5 , 210 , 3,18,130,9
5 , 220 , 3,14,130,7
5 , 230 , 3,13,130,6
5 , 240 , 1,3,9,131,5
5 , 250 , 2,7,131,4
5 , 260 , 2,7,131,3
5 , 270 , 3,5,131
5 , 280 , 3,5,131
5 , 290 , 1,3,4,133
5 , 300 , 2,4,134
5 , 310 , 2,3,133
5 , 320 , 2,2,133
5 , 330 , 2,2,132
5 , 340 , 2,2,132
5 , 350 , 2,2,133
5 , 360 , 2,2,1,134
5 , 370 , 2,2,135
5 , 380 , 2,1,134
5 , 390 , 2,1,133
5 , 400 , 2,1,129
5 , 410 , 2,1,127
5 , 420 , 2,1,126
5 , 430 , 2,126
5 , 440 , 2,123
5 , 450 , 2,119
5 , 460 , 1,119
5 , 470 , 1,120
5 , 480 , 1,116
5 , 490 , 1,116
5 , 500 , 1,118
5 , 510 , 1,117
5 , 520 , 116
5 , 530 , 115
5 , 540 , 114
5 , 550 , 112
5 , 560 , 107
5 , 570 , 107
5 , 580 , 101
5 , 590 , 95
5 , 600 , 88
6 , 110 , 24,85,192,19
6 , 120 , 22,70,190,17
6 , 130 , 17,66,187,16
6 , 140 , 14,55,181,14
6 , 150 , 13,47,179,11
6 , 160 , 12,40,177,11
6 , 170 , 12,37,178,6
6 , 180 , 9,31,177,6
6 , 190 , 9,26,174,6
6 , 200 , 9,23,170,1,6
6 , 210 , 8,18,166,1,6
6 , 220 , 7,15,162,3
6 , 230 , 7,10,162,2
6 , 240 , 5,7,164,2
6 , 250 , 4,7,165,1
6 , 260 , 4,5,163
6 , 270 , 4,3,161
6 , 280 , 4,2,162
6 , 290 , 3,1,162
6 , 300 , 3,1,159
6 , 310 , 2,1,157
6 , 320 , 2,1,158
6 , 330 , 2,159
6 , 340 , 2,159
6 , 350 , 2,159
6 , 360 , 2,157
6 , 370 , 2,157
6 , 380 , 2,159
6 , 390 , 2,155
6 , 400 , 2,158
6 , 410 , 2,156
6 , 420 , 2,157
6 , 430 , 2,158
6 , 440 , 1,2,155
6 , 450 , 1,153
6 , 460 , 1,153
6 , 470 , 1,151
6 , 480 , 1,151
6 , 490 , 153
6 , 500 , 155
6 , 510 , 156
6 , 520 , 156
6 , 530 , 157
6 , 540 , 155
6 , 550 , 157
6 , 560 , 157
6 , 570 , 157
6 , 580 , 161
6 , 590 , 161
6 , 600 , 163
7 , 110 , 18,103,193,25
7 , 120 , 15,87,192,22
7 , 130 , 14,79,194,19
7 , 140 , 12,61,192,19
7 , 150 , 9,47,191,16
7 , 160 , 7,39,187,14
7 , 170 , 6,34,186,14
7 , 180 , 5,30,185,13
7 , 190 , 4,20,185,12
7 , 200 , 3,14,186,12
7 , 210 , 3,14,188,8
7 , 220 , 3,10,186,7
7 , 230 , 3,7,185,7
7 , 240 , 3,6,185,7
7 , 250 , 5,5,181,2
7 , 260 , 5,5,178,2
7 , 270 , 5,4,181,3
7 , 280 , 5,3,182,2
7 , 290 , 4,3,180,2
7 , 300 , 4,3,182,1
7 , 310 , 4,2,1,184,1
7 , 320 , 4,1,184,1
7 , 330 , 4,187,1
7 , 340 , 4,186
7 , 350 , 1,3,186
7 , 360 , 1,2,189
7 , 370 , 2,189
7 , 380 , 2,190
7 , 390 , 1,190
7 , 400 , 1,191
7 , 410 , 1,191
7 , 420 , 1,192
7 , 430 , 1,193
7 , 440 , 1,192
7 , 450 , 1,193
7 , 460 , 193
7 , 470 , 188
7 , 480 , 186
7 , 490 , 186
7 , 500 , 186
7 , 510 , 184
7 , 520 , 184
7 , 530 , 185
7 , 540 , 184
7 , 550 , 183
7 , 560 , 185
7 , 570 , 182
7 , 580 , 184
7 , 590 , 185
7 , 600 , 187
8 , 110 , 25,103,116,12
8 , 120 , 23,86,114,8
8 , 130 , 22,75,112,7
8 , 140 , 7,69,110,17
8 , 150 , 14,58,109,6
8 , 160 , 12,52,110,5
8 , 170 , 9,44,107,3
8 , 180 , 8,38,107,3
8 , 190 , 5,28,102,3
8 , 200 , 4,23,97,1
8 , 210 , 4,19,1,97,1
8 , 220 , 4,19,97
8 , 230 , 3,13,97
8 , 240 , 1,12,94,1
8 , 250 , 1,8,93,1
8 , 260 , 1,7,91,1
8 , 270 , 1,5,86,1
