sim,ct,immigration.rate,res.inflow,N.types,max.res.val,max.growth.rate,max.met.maint,max.active.dispersal,starting.seed,flow.rate,height,length,total.abundance,ind.production,biomass.prod.N,resource.particles,resource.concentration,species.richness,simpson.e,e.var,shannon.h,e.shan,avg.pop.size,pop.var,N.max,logmod.skew,Whittakers.turnover,amplitude,frequency,phase,all.biomass,active.biomass,dormant.biomass,all.avg.per.capita.growth,active.avg.per.capita.growth,dormant.avg.per.capita.growth,all.avg.per.capita.maint,active.avg.per.capita.maint,dormant.avg.per.capita.maint,all.avg.per.capita.efficiency,active.avg.per.capita.efficiency,dormant.avg.per.capita.efficiency,all.avg.per.capita.active.dispersal,active.avg.per.capita.active.dispersal,dormant.avg.per.capita.active.dispersal,all.avg.per.capita.rpf,active.avg.per.capita.rpf,dormant.avg.per.capita.rpf,all.avg.per.capita.mf,active.avg.per.capita.mf,dormant.avg.per.capita.mf,all.size,active.size,dormant.size,N.active,S.active,N.dormant,S.Dormant,Percent.Dormant,dorm.limit
7,490,1,681,3,1,1,1,1,500,0.00015114526459112976,17,17,72,0,0,0,0.0,26,0.6602,0.7439426643597222,3.038778,0.932685,2.769230769230769,3.9467455621301775,9,0.4076898274484404,0.03773584905660377,0,0,0,0.5082839457731726,0.3825254091658776,0.6488376043342671,0.005499475802243247,0.004378193918005934,0.0067526732022731815,0.006434506820540202,0.005411573953551594,0.007577784730703939,0.03889303288126092,0.036079734696575064,0.042037307322968634,0.019440225353964873,0.016631985289709744,0.022578846602250006,0.036437557980880816,0.0378133215761322,0.03489993984501163,0.01296348167641898,0.016211505958681875,0.00933333689036045,89.70693005390636,97.35553247334362,81.15849205571176,38,17,34,23,47.22222222222222,1
7,500,1,681,3,1,1,1,1,500,0.00015114526459112976,17,17,74,1,1,0,0.0,27,0.6628,0.7522652730442327,3.0809,0.934785,2.740740740740741,3.8216735253772294,9,0.4174317331466667,0.03773584905660377,0,0,0,1.3232706010948971,2.055802042581092,0.5907391596087028,0.005838880513358834,0.005709642974286657,0.00596811805243101,0.007451419644764107,0.007398494068283043,0.007504345221245169,0.0382400936151302,0.032343361526064845,0.04413682570419553,0.019604920497174272,0.01658994889429373,0.022619892100054814,0.038934506295855216,0.03781772956769131,0.04005128302401911,0.01282683630955846,0.017190189730588366,0.008463482888528556,75.71553092520337,66.72816165861188,84.70290019179487,37,16,37,23,50.0,1
7,510,1,681,3,1,1,1,1,500,0.00015114526459112976,17,17,77,0,0,0,0.0,27,0.6402,0.738125389342779,3.063579,0.92953,2.8518518518518516,4.570644718792868,9,0.43404927831724094,0.07407407407407407,0,0,0,0.8064313866050428,0.8890347209137739,0.7171304846496581,0.005922453478558757,0.0050537110401217555,0.006861634493085246,0.009437540171824622,0.010245903348515462,0.008563634034861548,0.03886424857137071,0.033862799986326866,0.04427122001466135,0.02103877180266724,0.019303827058319113,0.02291438774250305,0.03989916257254863,0.046954456048772186,0.03227181827392856,0.012594197963036383,0.01678506909845907,0.008063526465282127,71.81226814110893,53.357634080514934,91.76322388229161,40,20,37,22,48.05194805194805,1
7,520,1,681,3,1,1,1,1,500,0.00015114526459112976,17,17,78,0,0,0,0.0,27,0.6294,0.7502545542282649,3.062283,0.929137,2.888888888888889,4.91358024691358,10,0.4707268772446933,0.0,0,0,0,0.5829286344393234,0.3898146088228465,0.7484549421105892,0.005902511318682101,0.00514337599569394,0.006553198738386236,0.009335389975142296,0.008692324052415854,0.009886589337479244,0.037875154697458294,0.030572021609130202,0.04413498305888236,0.02213936365383053,0.022001493429270356,0.022257538132024975,0.03949019651966599,0.03739009340139035,0.0412902849067594,0.01279279168098479,0.017014998955692424,0.009173756874092533,67.7795537062246,47.42018076051661,85.23044480254573,36,20,42,23,53.84615384615385,1
7,530,1,681,3,1,1,1,1,500,0.00015114526459112976,17,17,78,0,0,0,0.0,27,0.5748,0.741060507907087,3.024156,0.917568,2.888888888888889,6.172839506172839,12,0.5242579434196782,0.0,0,0,0,0.5842527829810773,0.6468239619776344,0.5248101629343482,0.0056589557666695215,0.005728720801054167,0.005592678984004107,0.009321021543808492,0.00999257884011796,0.00868304211231449,0.03626107635343605,0.030561601741673054,0.04167557723461089,0.021949329588931615,0.02307281966150808,0.020882014019983988,0.039693010571236385,0.0366790874598957,0.042556237527010043,0.01281334886183683,0.02017421237116732,0.00582052852797286,66.89266105324931,54.449452952967775,78.71370874851678,38,20,40,21,51.28205128205128,1
7,540,1,681,3,1,1,1,1,500,0.00015114526459112976,17,17,76,0,0,0,0.0,26,0.5755,0.7474014457046575,2.988238,0.917173,2.923076923076923,6.301775147928993,12,0.522911247973769,0.03773584905660377,0,0,0,0.47472587049698245,0.41747841230719124,0.5383341573745284,0.005414703909980799,0.004723122216683058,0.006183128013644955,0.009366744493246945,0.009382055440698974,0.009349732329411352,0.03622773089817231,0.02843446707592411,0.04488691292289253,0.02191108328154517,0.022026255010267094,0.021783114694076375,0.03996113656512903,0.0392028450064639,0.040803682741423604,0.013106753115913165,0.01873310602565194,0.006855249882870083,59.08177043467488,50.29159390191348,68.84863324885421,40,17,36,23,47.368421052631575,1
7,550,1,681,3,1,1,1,1,500,0.00015114526459112976,17,17,78,0,0,0,0.0,25,0.585,0.7428551352659657,2.953641,0.9176,3.12,6.9056,12,0.5047691793977713,0.0392156862745098,0,0,0,0.44113731969224784,0.30896633053528194,0.58026467669958,0.005453364736335669,0.005026831251579747,0.0059023473518682165,0.009025007513189316,0.010990430852279132,0.006956140840463188,0.03651148633512853,0.0340243657336296,0.03912950802091688,0.021217221085553583,0.020147630382161382,0.022343106036492744,0.03946345651831568,0.03491777749519893,0.04424838180580701,0.013781003669830915,0.018351156582808878,0.008970316393012004,56.87286742350314,47.39021830656817,66.85460333606623,40,19,38,23,48.717948717948715,1
7,560,1,681,3,1,1,1,1,500,0.00015114526459112976,17,17,76,0,0,0,0.0,25,0.5423,0.7267682221520448,2.917317,0.906315,3.04,7.798400000000002,13,0.5293510223942614,0.08,0,0,0,1.0300024403003718,0.292084787146558,1.8944202625662683,0.00480140624433565,0.004058770480162231,0.005671350996653082,0.007066575539998758,0.007145826047508557,0.006973739231201561,0.03683507070335518,0.0310636756835484,0.04359584772655739,0.022770294310756268,0.02172060006807523,0.02399993613789692,0.03982404000898608,0.038104913167226084,0.04183787430933353,0.014597693006004485,0.01905429361482175,0.009377103721389973,59.08673701350904,53.89138841489468,65.1727168004573,41,17,35,18,46.05263157894737,1
7,570,1,681,3,1,1,1,1,500,0.00015114526459112976,17,17,74,0,0,1,0.0034602076124567475,25,0.4978,0.7104568757762686,2.87411,0.892892,2.96,8.8384,14,0.5491873839723451,0.0,0,0,0,0.5456142759459536,0.35193913532157794,0.7102381454766731,0.004596812442240259,0.0038093393606401064,0.005266164561600389,0.007224901223751334,0.005848184072896865,0.008395110801977634,0.03444708677906394,0.029159025869605924,0.03894193855210324,0.01977553589979184,0.01667103644545094,0.0224143604359816,0.040225836027028165,0.03887077700513491,0.04137763619563743,0.013981107363583429,0.020123424638793807,0.008760137679654603,61.678650908181176,60.755137524079466,62.4636372846676,34,13,40,22,54.054054054054056,1
7,580,1,681,3,1,1,1,1,500,0.00015114526459112976,17,17,74,1,1,0,0.0,25,0.47,0.6931247040243537,2.843196,0.883289,2.96,9.8784,15,0.5631694894147445,0.0,0,0,0,0.535825329588871,0.4840350231162009,0.5876156360615408,0.004540077200850633,0.004122044707537573,0.004958109694163695,0.007225475069272355,0.009692903355576968,0.00475804678296774,0.03457376939193693,0.03172824704563289,0.03741929173824097,0.019344413486836617,0.015950851574637114,0.022737975399036114,0.04043056451493101,0.04545537975839905,0.03540574927146297,0.013636940479083256,0.01617761347570184,0.011096267482464678,62.12707943524164,72.39174049979354,51.86241837068974,37,17,37,19,50.0,1
